,Unnamed: 0.1,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,msd_track_id
7387,7387,104367,4m7vWfHrWQWXUPAfndsQga,Alex Ubago,Me arrepiento,Me arrepiento,30,213733,False,0.531,0.599,1,-6.451,1,0.0272,0.236,0.0,0.342,0.236,127.964,4,spanish,TRVGBKW128F931F66A
7388,7388,104477,2DNyZP4Py6f4zMASLBnIu6,La Oreja de Van Gogh,El Viaje de Copperpot,La Playa,74,247693,False,0.589,0.552,9,-5.707,1,0.0268,0.175,0.0,0.106,0.311,88.535,4,spanish,TRGVQJJ128F92F241B
7389,7389,104536,7gqIqyeCaV2xNtfZWxEphD,La Oreja de Van Gogh,El Viaje de Copperpot,Cuídate,70,169533,False,0.662,0.798,8,-4.627,1,0.0335,0.306,0.0,0.174,0.542,141.007,4,spanish,TRLOBFL128F4278F0D
7390,7390,104606,5U4pDBaeq2Jl2dKuWWUSsh,David Bisbal,Corazon Latino,Ave María,61,209946,False,0.734,0.93,3,-4.475,1,0.0763,0.136,0.0,0.316,0.797,132.03,4,spanish,TRFBKPC128EF3436D4
7393,7393,104810,5omgFpiMt1CGHjQGfkwzvz,Jarabe De Palo,Depende,Agua,68,254266,False,0.715,0.358,5,-15.522,1,0.033,0.743,0.0133,0.104,0.742,145.751,4,spanish,TRPGXJR128F4278388
7394,7394,104812,5hyq5k3Do9gW3HGvDg5ZEJ,Café Quijano,La Extraordinaria Paradoja Del Sonido Quijano,La Lola,65,197320,False,0.725,0.79,9,-4.393,0,0.102,0.0646,0.00883,0.121,0.867,151.985,4,spanish,TRNBZCT128F4242788
7395,7395,106003,3vkQ5DAB1qQMYO4Mr9zJN6,ABBA,Voulez-Vous,Gimme! Gimme! Gimme! (A Man After Midnight),82,292613,False,0.749,0.491,10,-9.655,1,0.0403,0.02,0.00899,0.159,0.536,119.528,4,swedish,TRDSSJP128E0795350
7396,7396,106014,0GjEhVFGZW8afUYGChu3Rr,ABBA,Arrival,Dancing Queen,83,230400,False,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,4,swedish,TRAMDRT12903CA121C
7398,7398,106018,28tYtDhHaUq22Xs5Rhgb6n,ABBA,Отново на училище,Dancing Queen,1,231093,False,0.512,0.93,9,-4.343,1,0.0508,0.17,0.00119,0.561,0.677,100.542,4,swedish,TRAMDRT12903CA121C
7400,7400,106020,0G5w7clcnxvtfRiK4sLadG,ABBA,Karneval Klassiker,Dancing Queen,1,231093,False,0.512,0.93,9,-4.343,1,0.0508,0.17,0.00119,0.561,0.677,100.542,4,swedish,TRAMDRT12903CA121C
7402,7402,106024,2Z2mNu7zrVZSOtXybtRGe9,ABBA,80s Bangers Vol. 1,Super Trouper,3,251786,False,0.724,0.724,0,-6.378,1,0.0304,0.294,0.0,0.121,0.927,117.986,4,swedish,TRAVCET128E0794BF8
7403,7403,106025,5a0GDu01xQk86wBBRcFF9W,ABBA,Karneval 2022 100%,Dancing Queen,0,231093,False,0.512,0.93,9,-4.343,1,0.0508,0.17,0.00119,0.561,0.677,100.542,4,swedish,TRAMDRT12903CA121C
7405,7405,106033,5LqbOfXFftWCXE9bqKbpvz,ABBA,80s Bangers Vol. 1,The Winner Takes It All,3,295280,False,0.429,0.789,6,-6.446,1,0.0346,0.226,0.00568,0.0474,0.467,125.613,4,swedish,TRAUZUP128F148BF4D
7407,7407,106035,3q8mylrgiQb0onOonUSEZd,ABBA,Workout Hits 2023,Waterloo,2,165800,False,0.409,0.946,2,-2.878,1,0.0551,0.235,3.45e-05,0.353,0.707,147.094,4,swedish,TRJWMLB128E0793F6C
7409,7409,106036,7FG1OKrix204IBBeWRGCHG,ABBA,70s Christmas Party,Waterloo,0,165800,False,0.409,0.946,2,-2.878,1,0.0551,0.235,3.45e-05,0.353,0.707,147.094,4,swedish,TRJWMLB128E0793F6C
7411,7411,106039,30BdvPizwb4M53bklA2huz,ABBA,Sunny Mornings,Mamma Mia,1,212760,False,0.739,0.806,2,-5.723,1,0.0309,0.255,0.000176,0.442,0.807,137.524,4,swedish,TREKJTO128F1470880
7414,7414,106043,0JeuKT9WZT0oQINRP0BAE1,ABBA,70s Christmas Party,Dancing Queen,1,231093,False,0.512,0.93,9,-4.343,1,0.0508,0.17,0.00119,0.561,0.677,100.542,4,swedish,TRAMDRT12903CA121C
7416,7416,106049,6Ip5YsnINOOdRR0AZQBWoG,ABBA,Halloween 2022,Gimme! Gimme! Gimme! (A Man After Midnight),0,289160,False,0.705,0.655,2,-5.985,0,0.0281,0.029,0.00405,0.319,0.694,119.373,4,swedish,TRDSSJP128E0795350
7417,7417,106054,4euAGZTszWPrriggYK0HG9,ABBA,Super Trouper,Lay All Your Love On Me,74,274466,False,0.678,0.727,2,-7.844,0,0.0258,0.117,0.00396,0.354,0.71,133.481,4,swedish,TRPWMGN128E078F2B8
7418,7418,106072,2TxCwUlqaOH3TIyJqGgR91,ABBA,Abba,Mamma Mia,77,213266,False,0.749,0.748,2,-7.011,1,0.0323,0.295,0.000443,0.469,0.827,137.547,4,swedish,TREKJTO128F1470880
7421,7421,106073,6TvxPS4fj4LUdjw2es4g21,ABBA,The Visitors (Deluxe Edition),Slipping Through My Fingers,70,233720,False,0.475,0.26,5,-15.997,1,0.0322,0.796,0.0016,0.109,0.339,137.212,4,swedish,TRFDNKA128F92EFEF9
7422,7422,106107,3oEkrIfXfSh9zGnE7eBzSV,ABBA,Super Trouper,The Winner Takes It All,75,294720,False,0.454,0.788,6,-6.748,1,0.0371,0.574,0.000766,0.0859,0.52,126.15,4,swedish,TRAUZUP128F148BF4D
7424,7424,106111,762B4bOcXF7I2Y8UlKTyTy,ABBA,Voulez-Vous,Chiquitita,74,326320,False,0.5,0.554,9,-8.108,1,0.0354,0.734,3.72e-06,0.312,0.372,84.229,4,swedish,TRMGFYV128E078F13E
7425,7425,106130,3Dy4REq8O09IlgiwuHQ3sk,ABBA,Waterloo,Waterloo,73,168960,False,0.445,0.949,2,-4.682,1,0.0471,0.395,8.18e-06,0.0902,0.653,147.604,4,swedish,TRJWMLB128E0793F6C
7427,7427,106144,54IdPJsLaFPtu4t2LBWGPV,The Cardigans,Hits Pop Rock 90's,My Favourite Game,1,217133,False,0.576,0.784,5,-7.085,0,0.0341,0.000133,0.0012,0.31,0.493,143.416,4,swedish,TRJZWCB128E0798832
7428,7428,106148,4WoMjdO1JXVASy0X3mUzsH,The Cardigans,Fiesta temática 90s,My Favourite Game,0,217133,False,0.576,0.784,5,-7.085,0,0.0341,0.000133,0.0012,0.31,0.493,143.416,4,swedish,TRJZWCB128E0798832
7429,7429,106153,2245x0g1ft0HC7sf79zbYN,ABBA,ABBA Gold,Lay All Your Love On Me,72,272506,False,0.695,0.701,0,-6.435,1,0.0281,0.0187,0.0464,0.251,0.58,133.0,4,swedish,TRPWMGN128E078F2B8
7430,7430,106174,0J2p4KYdr6Mg4ET6JPlbe1,ABBA,Super Trouper,Super Trouper,72,252853,False,0.764,0.626,0,-8.274,1,0.0288,0.457,6.35e-06,0.201,0.961,118.34,4,swedish,TRAVCET128E0794BF8
7431,7431,106177,1rMfDvE2C8ne8UZj847rKM,ABBA,The Essential Collection,Dancing Queen,63,233440,False,0.508,0.825,9,-9.627,1,0.0451,0.175,0.00133,0.376,0.715,100.548,4,swedish,TRAMDRT12903CA121C
7433,7433,106179,5BckPAYcKEJuYs1eV1BHHe,ABBA,The Album,Take A Chance On Me,74,243933,False,0.684,0.675,11,-8.123,1,0.0257,0.163,0.0,0.242,0.924,107.064,4,swedish,TRNTQJR128F148BF57
7436,7436,106202,1PtJclc46wTk367PlsU6Uj,ABBA,Voulez-Vous,I Have A Dream,64,285413,False,0.549,0.374,10,-12.049,1,0.0244,0.6,0.0,0.178,0.439,104.311,4,swedish,TRFXQTQ128E078F2FA
7439,7439,106265,2oWMI54r0qT4N8Xb4C76vq,Roxette,Look Sharp! (Extended Version),The Look,70,237320,False,0.634,0.838,2,-5.363,1,0.0413,0.0531,8.34e-06,0.0522,0.541,95.011,4,swedish,TRPOJFZ12903CDA3C3
7440,7440,106302,7aQjPecQdIuNd1sz3KCDhD,The Cardigans,First Band On The Moon (Remastered),Lovefool,74,193953,False,0.704,0.636,9,-6.029,1,0.0252,0.0344,0.0,0.35,0.89,111.845,4,swedish,TREJFWE128F92F4B98
7444,7444,106434,4J5KXnvaoSPa7yHrsNnqda,Arja Saijonmaa,Högt över havet,Högt över havet,40,169226,False,0.737,0.851,9,-5.27,0,0.0288,0.415,1.04e-06,0.221,0.953,116.066,4,swedish,TRYEOFZ128F4228095
7445,7445,106463,6hHXft1nFyvfVv6UoRToPZ,ABBA,Super Trouper,Our Last Summer,61,259733,False,0.504,0.528,2,-7.889,1,0.0244,0.72,6.28e-05,0.432,0.414,98.341,4,swedish,TRWFJQO128F92F2896
7447,7447,106558,45EaIq9lKyoQxxTjFkiGbl,ABBA,ABBA Gold,Does Your Mother Know,60,193560,False,0.703,0.824,7,-5.17,1,0.0364,0.0504,9.19e-05,0.097,0.971,135.24,4,swedish,TROCMSR128E078F2A7
7449,7449,106700,1DSfSCGnvhEP8XA2oKkcCq,ABBA,ABBA Gold,Gimme! Gimme! Gimme! (A Man After Midnight),55,289160,False,0.706,0.655,2,-5.987,0,0.0281,0.0288,0.00408,0.32,0.694,119.376,4,swedish,TRDSSJP128E0795350
7450,7450,106714,2HPB3px8MJZRMfu1L65Z41,ABBA,Voulez-Vous,Does Your Mother Know,66,193440,False,0.728,0.865,7,-5.68,1,0.0364,0.151,2.43e-05,0.0906,0.975,135.571,4,swedish,TROCMSR128E078F2A7
7452,7452,106860,0ymYtcrJsfwI4y5Zdsj0WB,ABBA,Waterloo,Hasta Manana,56,191853,False,0.441,0.583,5,-6.4,1,0.0267,0.544,0.0,0.143,0.523,169.067,4,swedish,TROMGMM128F146ECEE
7454,7454,107001,4RvWPyQ5RL0ao9LPZeSouE,Tears For Fears,Songs From The Big Chair (Super Deluxe Edition),Everybody Wants To Rule The World,87,251488,False,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,4,synth-pop,TRWEAYH128F1470868
7457,7457,107004,4ByEFOBuLXpCqvO1kw8Wdm,Cutting Crew,Broadcast,(I Just) Died In Your Arms,77,280400,False,0.625,0.726,11,-11.402,0,0.0444,0.0158,0.000169,0.0625,0.507,124.945,4,synth-pop,TRCDNFU128F92DF6FB
7461,7461,107019,7EWQhknaHJLgIFuXNrcBu6,Tears For Fears,80s Bangers Vol. 1,Everybody Wants To Rule The World,4,253400,False,0.641,0.931,7,-5.779,1,0.0701,0.304,0.00176,0.126,0.508,111.989,4,synth-pop,TRWEAYH128F1470868
7464,7464,107020,1sATUJMLlG8uyqrvQLm4tD,Tears For Fears,Artsy & Colourful,Everybody Wants To Rule The World,1,253400,False,0.641,0.931,7,-5.779,1,0.0701,0.304,0.00176,0.126,0.508,111.989,4,synth-pop,TRWEAYH128F1470868
7467,7467,107022,6VEOGVcPvIYiPyhNhvr6f0,Tears For Fears,Rock Workout 2023,Everybody Wants To Rule The World,1,253400,False,0.641,0.931,7,-5.779,1,0.0701,0.304,0.00176,0.126,0.508,111.989,4,synth-pop,TRWEAYH128F1470868
7470,7470,107026,2GD8Yeeh3YMsGRkbwBzd4h,Tears For Fears,80s Bangers Vol. 2,Mad World,2,215400,False,0.628,0.907,4,-6.047,1,0.0412,0.0471,0.0579,0.0635,0.954,118.724,4,synth-pop,TRRQSKJ128F427E471
7471,7471,107028,2BubBJqfL2fVdkk4nKb3AC,Tears For Fears,Mirando las nubes,Shout,0,394426,False,0.503,0.98,0,-5.423,1,0.0551,0.199,1.12e-05,0.373,0.381,97.891,4,synth-pop,TRNAAXR128F9312EBE
7479,7479,107029,6k9NMX2iiOOco6zGHBjEcV,Tears For Fears,Fiesta temática 80s,Mad World,0,215400,False,0.628,0.907,4,-6.047,1,0.0412,0.0471,0.0579,0.0635,0.954,118.724,4,synth-pop,TRRQSKJ128F427E471
7480,7480,107072,7o7E1nrHWncYY7PY94gCiX,The Buggles,The Age Of Plastic,Video Killed The Radio Star,72,252773,False,0.68,0.678,1,-11.548,1,0.0754,0.103,0.00828,0.204,0.251,131.165,4,synth-pop,TRFGQNT128F146B854
7482,7482,107074,0cGG2EouYCEEC3xfa0tDFV,Soft Cell,Non-Stop Erotic Cabaret,Tainted Love,79,153800,False,0.5,0.501,0,-8.284,0,0.0376,0.462,0.0,0.26,0.623,144.438,4,synth-pop,TRECMPD128F932D8DE
7487,7487,107078,3cUuufrkbprG7tl5yVupE3,Soft Cell,80s Bangers Vol. 1,Tainted Love,2,160051,False,0.487,0.533,0,-4.683,1,0.0321,0.0867,0.0,0.232,0.629,144.631,4,synth-pop,TRECMPD128F932D8DE
7492,7492,107079,1UNiiCIdlFKw41IFQOalbm,Cutting Crew,Fiesta temática 80s,(I Just) Died In Your Arms,0,269040,False,0.535,0.831,11,-5.961,0,0.0524,0.00347,4.5e-05,0.0835,0.289,124.909,4,synth-pop,TRCDNFU128F92DF6FB
7496,7496,107082,76fhsLmTZOY54x9Y2rLC2z,The Human League,80s Bangers Vol. 1,Don't You Want Me,1,236920,False,0.744,0.686,9,-8.016,0,0.0437,0.101,0.0,0.0718,0.894,117.483,4,synth-pop,TRUWUET12903CD89CC
7497,7497,107084,6zVdlNTvo0guva6GazxbXL,The Human League,Rock Workout 2023,Don't You Want Me,1,236920,False,0.744,0.686,9,-8.016,0,0.0437,0.101,0.0,0.0718,0.894,117.483,4,synth-pop,TRUWUET12903CD89CC
7498,7498,107085,700D6C7VLoFuEuv1oDbd7A,The Human League,Disco Boogie Mood,Don't You Want Me,0,236920,False,0.744,0.686,9,-8.016,0,0.0437,0.101,0.0,0.0718,0.894,117.483,4,synth-pop,TRUWUET12903CD89CC
7499,7499,107086,2gbzLnnIWmBWzM9WsttykM,Talk Talk,80's,It's My Life,0,232280,False,0.603,0.897,0,-4.928,1,0.0435,0.0758,0.465,0.306,0.826,126.279,4,synth-pop,TRKGXYF128F92D2C35
7501,7501,107089,3aXOgTu5aiN7NzXciiWKxb,The Human League,Обратно в клас - rock,Don't You Want Me,0,236920,False,0.744,0.686,9,-8.016,0,0.0437,0.101,0.0,0.0718,0.894,117.483,4,synth-pop,TRUWUET12903CD89CC
7502,7502,107100,5vmRQ3zELMLUQPo2FLQ76x,Bronski Beat,The Age of Consent,Smalltown Boy,73,302413,False,0.685,0.584,5,-10.616,0,0.0276,0.288,0.00918,0.124,0.939,134.546,4,synth-pop,TRRJPNY128F1480B61
7503,7503,107106,1F43XlPBiwAUUIhrUGzylO,Limahl,Don't Suppose,Never Ending Story,66,212173,False,0.599,0.622,0,-13.971,1,0.0296,0.359,0.00235,0.114,0.851,122.312,4,synth-pop,TRNRKLE128F930F8FB
7507,7507,107108,1hZJcuz9iMoz6tLkFlIaUy,Berlin,Take My Breath Away,Take My Breath Away,65,264213,False,0.578,0.477,1,-8.119,1,0.0228,0.448,0.00031,0.124,0.511,95.892,4,synth-pop,TRITUZT128F4277742
7509,7509,107112,78FHUZRbFDCG6VkRAQdFLm,Mr. Mister,Welcome To The Real World,Broken Wings,71,343933,False,0.286,0.5,1,-14.281,0,0.0357,0.134,4.57e-05,0.108,0.443,99.162,4,synth-pop,TRGVORX128F4291DF1
7512,7512,107121,3L7RtEcu1Hw3OXrpnthngx,The Human League,Dare!,Don't You Want Me,76,236920,False,0.731,0.738,9,-8.125,0,0.0377,0.184,0.0,0.214,0.958,117.656,4,synth-pop,TRUWUET12903CD89CC
7513,7513,107128,4d6eqRtpDX7tydHJGDZUBQ,Fine Young Cannibals,The Raw & The Cooked,She Drives Me Crazy,74,215773,False,0.799,0.687,2,-5.682,1,0.0431,0.193,0.000188,0.0307,0.965,108.804,4,synth-pop,TRGFGTX128F422B0AF
7514,7514,107129,1OZpUOQumWhZ8Gr1bUsmrz,ABC,Mirando las nubes,Poison Arrow,0,203600,False,0.725,0.861,11,-6.901,0,0.0751,0.204,0.00127,0.245,0.819,125.659,4,synth-pop,TRSKNHF128F149CAF8
7516,7516,107164,2gQaQUhDCNGfBVXTvxAmXQ,Tears For Fears,Songs From The Big Chair,Shout,72,393666,False,0.511,0.942,0,-10.407,1,0.0429,0.174,1.87e-05,0.139,0.498,97.909,4,synth-pop,TRNAAXR128F9312EBE
7524,7524,107172,5burXYqqO8z0GEnltThZKw,Modern Talking,In The Middle Of Nowhere,Geronimo's Cadillac,59,198493,False,0.691,0.785,5,-10.144,0,0.0521,0.428,0.0,0.473,0.722,110.376,4,synth-pop,TRALSVT128F92DB1E0
7526,7526,107176,54QC24eg2bBYjkATkdyOp5,Culture Club,This Time,Do You Really Want To Hurt Me,41,264010,False,0.74,0.408,4,-12.99,0,0.0326,0.139,0.0,0.0936,0.38,100.495,4,synth-pop,TRONMTE128F1458B51
7527,7527,107177,5AEfApqqPDbpzOxXOI9NbP,Limahl,80's,Never Ending Story,0,210013,False,0.58,0.801,0,-7.589,1,0.0281,0.221,0.00119,0.22,0.771,122.422,4,synth-pop,TRNRKLE128F930F8FB
7531,7531,107180,44rAJiK1OM46YxBfR8qHdF,Limahl,The Missing- The Complete Fantasy Playlist,Never Ending Story,0,213120,False,0.752,0.538,11,-13.293,1,0.0315,0.0629,8.8e-05,0.0767,0.752,123.028,4,synth-pop,TRNRKLE128F930F8FB
7535,7535,107181,1TYLBhAbzZvZSEa8zKmmva,Limahl,The Watcher- The Complete Fantasy Playlist,Never Ending Story,0,213120,False,0.752,0.538,11,-13.293,1,0.0315,0.0629,8.8e-05,0.0767,0.752,123.028,4,synth-pop,TRNRKLE128F930F8FB
7539,7539,107182,2PnQkcUxNLt8r4VZPzkW7j,Limahl,The Curse Of Bridge Hollow- The Complete Fantasy Playlist,Never Ending Story,0,213120,False,0.752,0.538,11,-13.293,1,0.0315,0.0629,8.8e-05,0.0767,0.752,123.028,4,synth-pop,TRNRKLE128F930F8FB
7543,7543,107183,3h8irDZ7hpC7HVBfDCyaPO,Limahl,Pennyworth: The Origin's of Batman's Butler- Complete Fantasy Playlist,Never Ending Story,0,213120,False,0.752,0.538,11,-13.293,1,0.0315,0.0629,8.8e-05,0.0767,0.752,123.028,4,synth-pop,TRNRKLE128F930F8FB
7547,7547,107186,0yFlXqJXhoahp4bwRqC17M,Limahl,Spirit Rangers The Ultimate Fantasy Playlist,Never Ending Story,0,213120,False,0.751,0.538,11,-13.318,1,0.0316,0.0639,0.000101,0.0767,0.753,123.028,4,synth-pop,TRNRKLE128F930F8FB
7551,7551,107188,1b6DDPtxQV5ifCYpRcP71C,Limahl,Moss Book II The Ultimate Fantasy Playlist,Never Ending Story,0,213120,False,0.751,0.538,11,-13.318,1,0.0316,0.0639,0.000101,0.0767,0.753,123.028,4,synth-pop,TRNRKLE128F930F8FB
7555,7555,107190,3JDEon5H8pUj6YIj9AMumy,Limahl,NFS Unbound The Ultimate Fantasy Playlist,Never Ending Story,0,213120,False,0.751,0.538,11,-13.318,1,0.0316,0.0639,0.000101,0.0767,0.753,123.028,4,synth-pop,TRNRKLE128F930F8FB
7559,7559,107191,7M802VXVFDlx35YJi3nF8E,Limahl,See The Ultimate Fantasy Playlist,Never Ending Story,0,213120,False,0.751,0.538,11,-13.318,1,0.0316,0.0639,0.000101,0.0767,0.753,123.028,4,synth-pop,TRNRKLE128F930F8FB
7563,7563,107192,7M1B5oKjbfnnnGsa200ccJ,Limahl,Prey For The Gods The Ultimate Fantasy Playlist,Never Ending Story,0,213120,False,0.751,0.538,11,-13.318,1,0.0316,0.0639,0.000101,0.0767,0.753,123.028,4,synth-pop,TRNRKLE128F930F8FB
7567,7567,107193,0mIFd8MnfCoZYPkTeO26JD,Limahl,The Walking Dead- The Complete Fantasy Playlist,Never Ending Story,0,213120,False,0.752,0.538,11,-13.293,1,0.0315,0.0629,8.8e-05,0.0767,0.752,123.028,4,synth-pop,TRNRKLE128F930F8FB
7571,7571,107194,72kGyvl69OMp9npJOJ16i4,Limahl,Dune Part 2- The Complete Fantasy Playlist,Never Ending Story,0,213120,False,0.752,0.538,11,-13.293,1,0.0315,0.0629,8.8e-05,0.0767,0.752,123.028,4,synth-pop,TRNRKLE128F930F8FB
7575,7575,107195,2bOxW5iADNNmticSFnR73U,Limahl,Disciples Liberation The Ultimate Fantasy Playlist,Never Ending Story,0,213120,False,0.751,0.538,11,-13.318,1,0.0316,0.0639,0.000101,0.0767,0.753,123.028,4,synth-pop,TRNRKLE128F930F8FB
7579,7579,107196,3rLKyCGyEVHR5c5sD7cPay,Limahl,Loki- The Complete Fantasy Playlist,Never Ending Story,0,213120,False,0.752,0.538,11,-13.293,1,0.0315,0.0629,8.8e-05,0.0767,0.752,123.028,4,synth-pop,TRNRKLE128F930F8FB
7583,7583,107198,3ogwQm8fm0uFzLS1mOuYEO,Limahl,Big Mouth- The Growing Pains Playlist,Never Ending Story,0,213120,False,0.752,0.538,11,-13.293,1,0.0315,0.0629,8.8e-05,0.0767,0.752,123.028,4,synth-pop,TRNRKLE128F930F8FB
7587,7587,107217,0YPXkQthLWrhNGoKTbwCJ8,Cutting Crew,The Best Of Cutting Crew,(I Just) Died In Your Arms,64,278626,False,0.632,0.727,11,-11.209,0,0.0438,0.0119,7.64e-05,0.0678,0.499,124.919,4,synth-pop,TRCDNFU128F92DF6FB
7591,7591,107222,2K22nUTdyr48JDwI5t906t,Frankie Goes To Hollywood,Welcome To The Pleasuredome,Relax,72,236800,False,0.676,0.695,11,-13.395,0,0.0392,0.326,1.09e-05,0.0462,0.691,114.93,4,synth-pop,TRQKITP128F428E430
7595,7595,107226,5pHVEIn2RwZQn38qIfB3Rz,Modern Talking,The First & Second Album (30th Anniversary Edition),Cheri Cheri Lady,44,227653,False,0.678,0.778,10,-8.601,1,0.0312,0.494,0.00228,0.322,0.835,114.265,4,synth-pop,TRNCRDU128F42A5667
7597,7597,107227,5jmwL2MniQj9ldptIm1h1B,Tears For Fears;Oleta Adams,The Seeds Of Love,Woman In Chains,67,391000,False,0.434,0.609,5,-8.295,1,0.0306,0.0232,0.00108,0.0557,0.372,159.994,4,synth-pop,TRZYEUM128E0785DCD
7598,7598,107235,28ZCSdsVrt0BCaBhRI0HXq,Berlin,Take My Breath Away (as heard in Top Gun) (Re-Recorded / Remastered),Take My Breath Away (as heard in Top Gun) (Re-Recorded / Remastered),60,249249,False,0.518,0.642,10,-6.009,0,0.025,0.172,4.04e-06,0.431,0.597,96.225,4,synth-pop,TRIJCXU12903CE4469
7599,7599,107240,4jsFQfmq0g2ivF1yyclMBx,T'Pau,Heart And Soul - The Very Best Of T'Pau,China In Your Hand,34,306773,False,0.317,0.509,10,-8.922,1,0.0342,0.368,0.000474,0.12,0.48,138.332,4,synth-pop,TRBGYDS128F1458AC0
7600,7600,107242,2pZbERJUZsfkKRn1EU1mgD,Modern Talking,The First & Second Album (30th Anniversary Edition),You Can Win If You Want,56,229986,False,0.792,0.842,6,-7.589,1,0.03,0.181,0.000185,0.0582,0.761,108.01,4,synth-pop,TRWOTRR128F428E34E
7602,7602,107283,2JvPJ8ydPuN2NhpH4oti6I,Wang Chung,Points On The Curve,Dance Hall Days,68,240800,False,0.664,0.589,0,-14.415,1,0.0406,0.259,0.00587,0.221,0.54,102.74,4,synth-pop,TROLGFN12903CD6131
7604,7604,107327,5O4NFbDqJ8SOfbjnIhdPDt,Men Without Hats,Greatest,The Safety Dance,63,164866,False,0.525,0.882,5,-4.479,1,0.0467,0.0252,0.0,0.101,0.623,101.674,4,synth-pop,TRUWQIE12903CE10F8
7606,7606,107331,1ZgEpCLk5sQcwMSpIpGfiQ,Boy George,Sold,Everything I Own,59,233426,False,0.781,0.441,6,-12.46,1,0.0341,0.256,1.74e-05,0.0767,0.789,87.185,4,synth-pop,TRWTPWC128F1469CBA
7607,7607,107332,0Qv7xi6uPSqH2k82tOkGSt,Tears For Fears,The Hurting,Mad World,66,215400,False,0.647,0.896,4,-5.949,1,0.0509,0.0709,0.0505,0.0614,0.953,118.729,4,synth-pop,TRRQSKJ128F427E471
7608,7608,107367,0PhU6i6Kei6x0CH3jocvA3,Wham!,Make It Big,Freedom,60,302200,False,0.591,0.651,0,-12.882,1,0.0424,0.42,1.94e-06,0.129,0.824,132.538,4,synth-pop,TRNTKPZ128F425A80C
7611,7611,107369,5lSOVaPDk7x9Ey6c9DqGZx,The Beloved,Conscience,Sweet Harmony,64,301466,False,0.573,0.837,10,-8.352,0,0.0337,0.0144,0.0889,0.0544,0.796,101.59,4,synth-pop,TRAOPAF128F146C883
7613,7613,107380,1I6q6nwNjNgik1Qe8Oi0Y7,Culture Club,Kissing To Be Clever,Do You Really Want To Hurt Me,66,262173,False,0.744,0.376,4,-14.996,0,0.0366,0.0815,0.0,0.108,0.42,100.78,4,synth-pop,TRONMTE128F1458B51
7614,7614,107382,4sscDOZCkbLSlDqcCgUJnX,DEVO,Freedom of Choice,Whip It,65,161133,False,0.78,0.869,9,-7.255,1,0.0517,0.0744,0.004,0.0621,0.957,157.902,4,synth-pop,TRPQEGC128F1467D74
7616,7616,107390,4osVGKGxVo1tq2JtKr35fl,The Bangles,Definitive Collection (feat. Susanna Hoffs),Eternal Flame,31,236426,False,0.497,0.379,4,-6.788,0,0.0257,0.492,0.0,0.281,0.475,78.958,3,synth-pop,TRWTFEA128F426E1DC
7617,7617,107434,6lRkdG1HurVS72F9GoBeWJ,Fine Young Cannibals,The Raw & The Cooked,Good Thing,65,201866,False,0.747,0.586,9,-10.119,0,0.0299,0.0708,8e-05,0.0427,0.893,164.718,4,synth-pop,TRTRHWY12903D0800A
7618,7618,107450,4q2lRiodoQnyFO65watkse,Spandau Ballet,The Twelve Inch Mixes,True,55,365160,False,0.738,0.528,0,-9.746,1,0.0281,0.307,0.223,0.0733,0.415,97.39,4,synth-pop,TRHPFJR12903CA41DA
7621,7621,107466,4fpxnJGDWFxjGvLJOqPPt8,New Order,Substance,True Faith,56,355066,False,0.589,0.784,0,-13.037,1,0.0312,0.175,0.0767,0.132,0.941,116.981,4,synth-pop,TRVYVZB128E0787D3D
7622,7622,107474,3yobQNuKVJ62WDU7h725Fu,Visage,Visage,Fade To Grey,63,239360,False,0.604,0.416,2,-17.154,0,0.0372,0.000315,0.0165,0.0897,0.512,112.338,4,synth-pop,TRKEUPN128F9351088
7627,7627,107486,7nglrdtDWzSqj2cX7tUIlx,Level 42,Something About You: The Collection,Something About You,29,265733,False,0.706,0.747,6,-6.336,0,0.0327,0.0724,0.00115,0.191,0.8,104.96,4,synth-pop,TRHCJMM128F933BEED
7630,7630,107511,6wVViUl2xSRoDK2T7dMZbR,New Order,Brotherhood (Collector's Edition),Bizarre Love Triangle,66,263213,False,0.613,0.885,10,-7.463,1,0.052,0.0804,0.746,0.0997,0.919,118.506,4,synth-pop,TRZHYJX128F92EB952
7631,7631,107514,01jBLs7IZQzPt3dVdn5rDa,New Order,The Best of New Order,True Faith '94,58,335533,False,0.605,0.907,0,-3.56,1,0.033,0.0158,0.0158,0.0697,0.965,117.511,4,synth-pop,TRUTYEU128E0787D4A
7632,7632,107548,2vTAf9bzgob1E5hThgChlG,Mr. Mister,Românticas Anos 80,Broken Wings,28,343933,False,0.286,0.5,1,-14.281,0,0.0357,0.134,4.57e-05,0.108,0.443,99.162,4,synth-pop,TRGVORX128F4291DF1
7635,7635,107557,3N7GqZMpZJW69Te1bfUTc3,Animotion,Obsession: The Best Of Animotion,Obsession,57,337266,False,0.673,0.613,7,-11.997,1,0.0799,0.00436,0.362,0.608,0.415,114.748,4,synth-pop,TRTADZT12903CDC51E
